season,passer_id,player_name,team,games,total_plays,pass_att,sacks,scrambles,designed_runs,epa_per_play,total_epa,any_a,cpoe,pass_yards,scramble_yards,rush_yards,total_yards,pass_tds,scramble_tds,rush_tds,rec_tds,total_tds,interceptions,fumbles_lost,turnovers,pct_team_yards,pct_team_tds,wpa_total,success_rate,negative_play_rate,late_epa,late_tds,late_plays,late_epa_per_play,team_wins,win_pct,pts_per_drive,offensive_allpros_nqb,wins_vs_top10
2007,00-0003315,T.Collins,WAS,4,117,107,7,1,2,0.2052,24.01,8.254,4.1052,888,4,2,894,5,0,0,0,5,0,2,2,16.8,14.3,0.044,0.453,0.0769,24.01,5,117,0.2052,9,0.5625,11.929,0.0,0
2007,00-0003739,D.Culpepper,LV,7,223,185,21,8,9,0.01,2.22,5.199,-2.3557,1332,34,14,1380,5,1,2,0,8,5,6,11,28.4,27.6,-0.569,0.4126,0.148,0.0,0,0,0.0,0,0.0,0.0,0.0,0
2007,00-0004293,T.Dilfer,SF,7,251,216,27,4,4,-0.3897,-97.81,2.403,-6.6875,1166,26,0,1192,7,0,0,0,7,12,2,14,29.5,25.9,-1.928,0.3705,0.1633,-20.02,0,22,-0.9101,5,0.3125,7.3,0.0,0
2007,00-0005106,B.Favre,GB,16,558,532,15,1,10,0.1501,83.74,7.219,4.4403,4157,3,26,4186,28,0,0,0,28,15,7,22,69.2,63.6,2.163,0.4946,0.0681,5.28,6,99,0.0534,13,0.8125,15.0,0.0,0
2007,00-0005589,G.Frerotte,LA,8,182,167,11,1,3,-0.2751,-50.07,3.118,-4.3083,1014,2,3,1019,7,0,0,0,7,12,1,13,20.1,25.0,-1.523,0.4286,0.1319,-8.8,0,12,-0.7333,0,0.0,0.0,0.0,0
2007,00-0005755,J.Garcia,TB,13,367,323,19,20,5,0.0718,26.36,7.064,2.5183,2440,124,1,2565,13,1,0,0,14,4,6,10,49.2,40.0,-0.2,0.4496,0.079,2.81,2,49,0.0574,9,0.5625,12.37,0.0,0
2007,00-0006355,T.Green,MIA,5,151,138,7,1,5,-0.0356,-5.37,4.959,0.4983,987,23,9,1019,5,0,0,0,5,7,1,8,21.3,17.9,-0.555,0.4437,0.0993,0.0,0,0,0.0,1,0.0625,9.536,0.0,0
2007,00-0006423,B.Griese,CHI,7,284,258,15,4,7,-0.0076,-2.15,4.941,-1.3815,1803,24,6,1833,10,0,0,0,10,12,1,13,36.7,35.7,0.255,0.4472,0.0986,2.81,1,49,0.0573,7,0.4375,10.438,0.0,0
2007,00-0007091,M.Hasselbeck,SEA,16,617,560,33,15,9,0.0825,50.88,6.378,2.6099,3966,85,27,4078,28,0,0,0,28,12,7,19,71.3,70.0,-0.071,0.5008,0.0859,18.8,8,141,0.1334,10,0.625,12.281,0.0,0
2007,00-0007835,D.Huard,KC,11,375,333,37,2,3,-0.116,-43.52,4.473,2.169,2257,3,-1,2259,11,0,0,0,11,13,5,18,47.4,40.7,-1.366,0.4107,0.152,6.92,2,40,0.1731,4,0.25,7.793,0.0,0
