season,passer_id,player_name,team,games,total_plays,pass_att,sacks,scrambles,designed_runs,epa_per_play,total_epa,any_a,cpoe,pass_yards,scramble_yards,rush_yards,total_yards,pass_tds,scramble_tds,rush_tds,rec_tds,total_tds,interceptions,fumbles_lost,turnovers,pct_team_yards,pct_team_tds,wpa_total,success_rate,negative_play_rate,late_epa,late_tds,late_plays,late_epa_per_play,team_wins,win_pct,pts_per_drive,offensive_allpros_nqb,wins_vs_top10
2019,00-0019596,T.Brady,NE,16,653,615,27,3,8,0.0337,22.03,6.218,-2.0979,4057,33,13,4103,24,0,3,0,27,8,4,12,70.3,58.7,-0.225,0.4257,0.0597,-12.57,6,138,-0.0911,12,0.75,15.0,0.0,0
2019,00-0020531,D.Brees,NO,11,388,374,12,0,2,0.2503,97.12,8.42,6.0577,2979,0,3,2982,27,0,1,0,28,4,0,4,48.6,58.3,2.903,0.5412,0.0412,68.24,16,143,0.4772,13,0.8125,16.357,1.0,0
2019,00-0022803,E.Manning,NYG,4,155,147,5,1,2,-0.05,-7.74,5.875,-2.6077,1042,6,2,1050,6,0,0,0,6,5,1,6,19.0,13.3,-0.374,0.4323,0.071,-1.38,4,62,-0.0222,4,0.25,12.63,0.0,0
2019,00-0022942,P.Rivers,LAC,16,633,589,34,6,4,0.0742,46.96,6.345,3.7151,4615,33,-3,4645,23,0,0,0,23,20,6,26,76.5,59.0,0.268,0.4961,0.0964,19.65,6,156,0.126,5,0.3125,14.652,0.0,0
2019,00-0023459,A.Rodgers,GB,16,635,570,36,26,3,0.0911,57.82,6.696,0.6599,4002,203,-1,4204,26,1,0,0,27,4,7,11,74.6,61.4,2.252,0.4441,0.0756,-14.96,4,172,-0.087,13,0.8125,12.966,0.0,0
2019,00-0023682,R.Fitzpatrick,MIA,15,588,503,40,35,10,0.0182,10.7,5.773,-0.5458,3529,267,-4,3792,20,4,0,0,24,13,6,19,76.0,70.6,1.726,0.466,0.1054,35.58,8,198,0.1797,5,0.3125,10.929,0.0,0
2019,00-0026143,M.Ryan,ATL,15,694,620,48,22,4,0.0441,30.61,6.048,1.8014,4466,150,6,4622,26,0,1,0,27,14,5,19,73.7,64.3,1.393,0.4683,0.0965,16.73,6,187,0.0895,7,0.4375,15.24,0.5,0
2019,00-0026158,J.Flacco,DEN,8,295,262,26,5,2,-0.0813,-23.99,5.288,-0.2114,1822,21,3,1846,6,0,0,0,6,5,4,9,37.3,21.4,0.057,0.4271,0.1186,0.0,0,0,0.0,7,0.4375,10.444,0.0,0
2019,00-0026498,M.Stafford,DET,8,322,290,18,9,5,0.1907,61.4,8.172,2.0878,2499,54,19,2572,19,0,0,0,19,5,4,9,45.5,51.4,2.887,0.4876,0.0839,0.0,0,0,0.0,3,0.1875,11.759,0.0,0
2019,00-0027973,A.Dalton,CIN,13,585,523,37,10,15,-0.0372,-21.77,5.241,-3.272,3494,57,28,3579,16,2,2,0,20,14,7,21,66.3,62.5,-0.11,0.4308,0.0991,1.85,7,169,0.011,2,0.125,9.964,0.0,0
2019,00-0028986,C.Keenum,WAS,9,268,247,15,3,3,-0.0515,-13.8,5.943,-1.0946,1707,15,0,1722,11,1,0,0,12,5,4,9,36.8,40.0,-0.207,0.459,0.0933,-20.04,3,63,-0.318,3,0.1875,9.5,0.0,0
2019,00-0029263,R.Wilson,SEA,16,623,515,48,45,15,0.0942,58.67,7.435,6.9756,4110,335,22,4467,31,2,1,0,34,5,9,14,74.6,66.7,2.662,0.488,0.1043,9.19,5,161,0.0571,11,0.6875,13.966,0.0,0
2019,00-0029567,N.Foles,JAX,4,132,120,8,2,2,-0.1129,-14.9,5.047,1.4681,736,7,16,759,3,0,0,0,3,2,2,4,14.1,10.3,-0.399,0.3636,0.0909,0.0,0,0,0.0,6,0.375,11.111,0.0,0
2019,00-0029604,K.Cousins,MIN,15,497,447,28,9,13,0.1547,76.86,7.678,4.3801,3603,50,21,3674,26,0,1,0,27,6,6,12,63.1,60.0,1.966,0.4688,0.0825,-11.13,3,95,-0.1171,10,0.625,14.536,0.5,0
2019,00-0029701,R.Tannehill,TEN,11,342,284,31,15,12,0.2223,76.01,8.571,7.7397,2742,165,36,2943,22,2,2,0,26,6,4,10,49.5,52.0,1.823,0.5556,0.1228,47.06,11,124,0.3795,9,0.5625,14.889,0.0,0
2019,00-0031237,T.Bridgewater,NO,7,224,196,12,12,4,0.0888,19.88,6.659,0.4077,1384,40,4,1428,9,0,0,0,9,2,0,2,23.3,18.8,0.754,0.4554,0.0625,0.84,0,2,0.422,13,0.8125,16.357,1.0,0
