season,passer_id,player_name,team,games,total_plays,pass_att,sacks,scrambles,designed_runs,epa_per_play,total_epa,any_a,cpoe,pass_yards,scramble_yards,rush_yards,total_yards,pass_tds,scramble_tds,rush_tds,rec_tds,total_tds,interceptions,fumbles_lost,turnovers,pct_team_yards,pct_team_tds,wpa_total,success_rate,negative_play_rate,late_epa,late_tds,late_plays,late_epa_per_play,team_wins,win_pct,pts_per_drive,offensive_allpros_nqb,wins_vs_top10
2003,00-0000722,T.Banks,HOU,6,116,101,13,0,2,0.0449,5.21,5.272,,693,0,2,695,5,0,0,0,5,3,0,3,16.2,15.6,-0.241,0.4569,0.1466,0.0,0,0,0.0,5,0.3125,8.793,0.0,0
2003,00-0001335,J.Blake,ARI,13,395,366,19,0,10,-0.2175,-85.91,4.429,,2252,0,14,2266,13,0,2,0,15,15,5,20,50.6,53.6,-1.225,0.3873,0.1013,-15.14,0,21,-0.7208,4,0.25,8.333,0.0,0
2003,00-0001361,D.Bledsoe,BUF,16,527,472,49,0,6,-0.145,-76.39,4.163,,2860,0,5,2865,11,0,2,0,13,12,10,22,60.9,52.0,-2.161,0.3947,0.1347,-55.61,3,114,-0.4878,6,0.375,8.679,0.0,0
2003,00-0001823,A.Brooks,NO,16,564,515,36,0,13,0.0052,2.95,6.285,,3546,0,15,3561,24,0,1,0,25,8,12,20,65.0,65.8,0.459,0.4557,0.0993,28.76,9,148,0.1944,8,0.5,10.968,0.0,0
2003,00-0002876,C.Chandler,CHI,8,211,191,14,0,6,-0.0901,-19.02,3.385,,1050,0,8,1058,3,0,0,0,3,7,0,7,23.9,11.1,-0.538,0.3886,0.0995,-5.72,0,21,-0.2723,7,0.4375,9.759,0.0,0
2003,00-0003292,K.Collins,NYG,13,532,498,28,0,6,-0.0841,-44.74,4.726,,3110,0,-5,3105,13,0,0,0,13,16,9,25,60.6,52.0,-0.905,0.4305,0.1053,-5.75,0,15,-0.3835,4,0.25,8.1,0.0,0
2003,00-0003535,T.Couch,CLE,10,226,205,19,0,2,-0.1919,-43.37,4.79,,1319,0,2,1321,7,0,0,0,7,6,3,9,27.9,24.1,-0.828,0.4027,0.1239,-19.74,3,90,-0.2193,5,0.3125,8.759,0.0,0
2003,00-0003739,D.Culpepper,MIN,14,510,451,38,0,21,0.0881,44.92,6.724,,3479,0,19,3498,25,0,2,0,27,11,9,20,57.3,54.0,1.134,0.4863,0.1333,20.33,8,136,0.1495,9,0.5625,14.345,0.0,0
2003,00-0004161,J.Delhomme,CAR,16,494,450,23,0,21,-0.0471,-23.28,5.723,,3219,0,12,3231,19,0,0,0,19,16,10,26,60.9,57.6,0.242,0.4312,0.1032,-15.44,6,135,-0.1143,11,0.6875,10.833,0.0,0
2003,00-0005106,B.Favre,GB,16,504,474,19,0,11,0.0931,46.92,5.917,,3361,0,-9,3352,32,0,0,0,32,21,3,24,56.7,61.5,0.025,0.4821,0.1032,43.78,10,124,0.353,10,0.625,15.241,0.0,0
2003,00-0005180,J.Fiedler,MIA,12,352,314,20,0,18,-0.0347,-12.22,4.91,,2138,0,48,2186,11,0,3,0,14,13,6,19,45.9,40.0,-0.317,0.4318,0.1136,-29.45,3,133,-0.2214,10,0.625,11.107,0.0,0
2003,00-0005363,D.Flutie,LAC,7,185,165,8,0,12,0.0184,3.4,6.185,,1097,0,21,1118,9,0,2,0,11,4,4,8,21.7,28.9,-0.08,0.427,0.0973,6.41,2,37,0.1732,0,0.0,0.0,0.0,0
2003,00-0005741,R.Gannon,LV,7,241,223,17,0,1,-0.1088,-26.22,4.667,,1270,0,1,1271,6,0,0,0,6,4,0,4,27.3,25.0,-0.909,0.3776,0.0871,0.0,0,0,0.0,0,0.0,0.0,0.0,0
2003,00-0005755,J.Garcia,SF,13,429,390,22,0,17,0.0595,25.51,5.757,,2704,0,45,2749,18,0,5,0,23,13,4,17,49.3,52.3,-0.313,0.4592,0.0909,34.12,12,143,0.2386,7,0.4375,13.241,0.0,0
2003,00-0006355,T.Green,KC,16,549,526,20,0,3,0.1699,93.28,7.049,,4039,0,3,4042,24,0,2,0,26,12,2,14,67.9,45.6,1.958,0.4663,0.0619,31.53,6,144,0.219,13,0.8125,17.926,1.5,0
2003,00-0006423,B.Griese,MIA,5,142,130,12,0,0,-0.2945,-41.82,3.944,,813,0,0,813,5,0,0,0,5,6,4,10,17.1,14.3,-1.136,0.4155,0.1549,0.0,0,0,0.0,10,0.625,11.107,0.0,0
