season,player_id,player_name,team,position,rush_attempts,receptions,targets,total_touches,rush_yards,rec_yards,scrimmage_yards,rush_tds,rec_tds,total_tds,rush_epa,rec_epa,total_epa,epa_per_touch,yards_per_touch,catch_rate,pct_team_yards,pct_team_tds,target_share,late_epa,late_tds,fumbles_lost
2015,00-0021547,A.Gates,,WR,0.0,56.0,85.0,56.0,0.0,630.0,630.0,0.0,5.0,5.0,0.0,55.599,55.599,0.993,11.25,0.659,63000.0,500.0,8500.0,20.616,1.0,0.0
2015,00-0022084,A.Boldin,,WR,0.0,69.0,112.0,69.0,0.0,789.0,789.0,0.0,4.0,4.0,0.0,48.425,48.425,0.702,11.435,0.616,78900.0,400.0,11200.0,2.721,2.0,0.0
2015,00-0022127,J.Witten,,TE,0.0,77.0,104.0,77.0,0.0,713.0,713.0,0.0,3.0,3.0,0.0,39.009,39.009,0.507,9.26,0.74,71300.0,300.0,10400.0,9.801,1.0,0.0
2015,00-0022921,L.Fitzgerald,,WR,0.0,109.0,145.0,109.0,0.0,1215.0,1215.0,0.0,9.0,9.0,0.0,89.384,89.384,0.82,11.147,0.752,121500.0,900.0,14500.0,14.525,2.0,0.0
2015,00-0022943,B.Watson,,WR,0.0,74.0,110.0,74.0,0.0,825.0,825.0,0.0,6.0,6.0,0.0,71.646,71.646,0.968,11.149,0.673,82500.0,600.0,11000.0,20.197,2.0,0.0
2015,00-0023465,H.Miller,PIT,TE,1.0,60.0,82.0,61.0,2.0,535.0,537.0,0.0,2.0,2.0,-0.451,37.97,37.519,0.615,8.803,0.732,8.3,4.8,13.8,10.573,1.0,0.0
2015,00-0023500,F.Gore,IND,RB,260.0,34.0,58.0,294.0,967.0,267.0,1234.0,6.0,1.0,7.0,-49.753,14.802,-34.951,-0.119,4.197,0.586,24.0,21.9,9.6,-10.64,2.0,3.0
2015,00-0023564,D.Sproles,PHI,RB,83.0,55.0,83.0,138.0,317.0,388.0,705.0,3.0,1.0,4.0,3.74,19.417,23.157,0.168,5.109,0.663,11.7,10.5,13.4,9.783,2.0,0.0
2015,00-0024204,F.Jackson,SEA,RB,26.0,32.0,41.0,58.0,100.0,257.0,357.0,0.0,2.0,2.0,-4.785,15.256,10.471,0.181,6.155,0.78,6.0,4.7,8.6,4.228,0.0,0.0
2015,00-0024242,De.Williams,PIT,RB,200.0,40.0,48.0,240.0,907.0,367.0,1274.0,11.0,0.0,11.0,-2.193,15.624,13.431,0.056,5.308,0.833,19.8,26.2,8.1,-2.134,5.0,1.0
2015,00-0024334,B.Marshall,,WR,0.0,109.0,173.0,109.0,0.0,1502.0,1502.0,0.0,14.0,14.0,0.0,123.534,123.534,1.133,13.78,0.63,150200.0,1400.0,17300.0,37.999,4.0,0.0
2015,00-0024389,D.Walker,TEN,WR,1.0,94.0,134.0,95.0,36.0,1088.0,1124.0,0.0,6.0,6.0,2.643,82.537,85.179,0.897,11.832,0.701,21.6,17.6,24.5,27.61,2.0,0.0
2015,00-0025389,C.Johnson,,WR,0.0,88.0,149.0,88.0,0.0,1214.0,1214.0,0.0,9.0,9.0,0.0,98.039,98.039,1.114,13.795,0.591,121400.0,900.0,14900.0,20.397,2.0,0.0
2015,00-0025394,A.Peterson,MIN,RB,327.0,30.0,36.0,357.0,1485.0,222.0,1707.0,11.0,0.0,11.0,-15.861,4.426,-11.435,-0.032,4.782,0.833,32.3,36.7,8.1,-5.179,3.0,3.0
2015,00-0025399,M.Lynch,SEA,RB,112.0,13.0,21.0,125.0,417.0,80.0,497.0,3.0,0.0,3.0,-12.892,1.5,-11.392,-0.091,3.976,0.619,8.4,7.0,4.4,0.0,0.0,0.0
2015,00-0025418,G.Olsen,,WR,0.0,77.0,124.0,77.0,0.0,1104.0,1104.0,0.0,7.0,7.0,0.0,90.143,90.143,1.171,14.338,0.621,110400.0,700.0,12400.0,16.167,1.0,0.0
2015,00-0025465,J.Jones,,WR,0.0,50.0,101.0,50.0,0.0,890.0,890.0,0.0,8.0,8.0,0.0,85.166,85.166,1.703,17.8,0.495,89000.0,800.0,10100.0,26.736,1.0,0.0
2015,00-0026019,D.Woodhead,LAC,RB,98.0,80.0,106.0,178.0,336.0,755.0,1091.0,3.0,6.0,9.0,-14.099,47.087,32.988,0.185,6.129,0.755,17.6,26.5,16.0,8.787,4.0,0.0
2015,00-0026035,D.Amendola,NE,TE,2.0,65.0,87.0,67.0,11.0,648.0,659.0,0.0,3.0,3.0,0.369,45.524,45.893,0.685,9.836,0.747,10.7,6.0,13.9,2.489,0.0,0.0
2015,00-0026069,M.Tolbert,CAR,RB,62.0,18.0,23.0,80.0,256.0,154.0,410.0,1.0,3.0,4.0,0.051,11.38,11.431,0.143,5.125,0.783,6.9,7.4,4.7,0.239,0.0,0.0
2015,00-0026144,D.McFadden,DAL,RB,239.0,40.0,54.0,279.0,1089.0,328.0,1417.0,3.0,0.0,3.0,-13.176,10.407,-2.768,-0.01,5.079,0.741,26.0,12.5,10.4,6.508,0.0,3.0
2015,00-0026153,J.Stewart,CAR,RB,242.0,16.0,21.0,258.0,989.0,99.0,1088.0,6.0,1.0,7.0,-14.733,5.789,-8.944,-0.035,4.217,0.762,18.2,13.0,4.3,3.453,1.0,2.0
2015,00-0026164,C.Johnson,ARI,RB,196.0,6.0,13.0,202.0,814.0,58.0,872.0,3.0,0.0,3.0,-22.28,1.834,-20.447,-0.101,4.317,0.462,13.1,6.0,2.4,0.0,0.0,2.0
2015,00-0026184,M.Forte,CHI,RB,218.0,44.0,60.0,262.0,898.0,389.0,1287.0,4.0,3.0,7.0,-15.73,20.753,5.023,0.019,4.912,0.733,23.1,21.2,11.5,11.284,3.0,1.0
2015,00-0026201,M.Bennett,,TE,0.0,53.0,80.0,53.0,0.0,439.0,439.0,0.0,3.0,3.0,0.0,34.039,34.039,0.642,8.283,0.662,43900.0,300.0,8000.0,0.0,0.0,0.0
2015,00-0026213,J.Charles,KC,RB,71.0,21.0,30.0,92.0,364.0,177.0,541.0,4.0,1.0,5.0,1.895,7.909,9.803,0.107,5.88,0.7,10.6,13.5,6.4,0.0,0.0,1.0
2015,00-0026267,J.Tamme,,WR,0.0,59.0,81.0,59.0,0.0,657.0,657.0,0.0,1.0,1.0,0.0,51.123,51.123,0.866,11.136,0.728,65700.0,100.0,8100.0,8.261,0.0,0.0
