season,passer_id,player_name,team,games,dropbacks,epa_per_db,total_epa,any_a,pass_yards,scramble_yards,rush_yards,total_yards,pass_tds,scramble_tds,rush_tds,rec_tds,total_tds,interceptions,fumbles_lost,turnovers,team_wins,pts_per_drive,total_plays,epa_per_play,pass_att,sacks,scrambles,designed_runs,late_epa,late_tds,late_plays,late_epa_per_play,pct_team_yards,pct_team_tds,wpa_total,close_epa,close_epa_per_play,wins_vs_top10,wins_vs_top10_x,wins_vs_top10_y,success_rate,negative_play_rate,cpoe,win_pct,offensive_allpros_nqb
2001,00-0003292,K.Collins,NYG,16,,,-20.96,5.328,3764,47,18,3829,19,0,0,0,19,16,6,22,7,10.5,640.0,-0.0328,568.0,36.0,8.0,28.0,4.03,5.0,190.0,0.0212,69.8,57.6,-0.984,,,0.0,,,0.4219,0.1016,,0.4375,0.0
2001,00-0015700,K.Stewart,PIT,16,,,57.3,5.761,3109,166,252,3527,14,0,3,0,17,11,5,16,13,12.138,555.0,0.1032,443.0,29.0,22.0,61.0,26.24,8.0,132.0,0.1988,61.1,50.0,1.948,,,0.0,,,0.4523,0.1225,,0.8125,0.0
2001,00-0017200,K.Warner,LA,16,,,108.03,7.384,4830,54,-16,4868,36,0,0,0,36,22,10,32,0,0.0,609.0,0.1774,548.0,38.0,7.0,16.0,39.24,12.0,132.0,0.2972,71.5,62.1,3.199,,,0.0,,,0.509,0.1363,,0.0,0.0
2001,00-0002110,M.Brunell,JAX,15,,,-144.13,5.117,3309,167,6,3482,19,1,0,0,20,13,5,18,6,10.5,563.0,-0.256,474.0,57.0,20.0,12.0,-47.35,6.0,155.0,-0.3055,69.5,60.6,-1.253,,,0.0,,,0.4298,0.1439,,0.375,0.0
2001,00-0007091,M.Hasselbeck,SEA,13,,,-23.02,4.323,2023,110,-2,2131,7,0,0,0,7,8,3,11,9,11.148,395.0,-0.0583,321.0,38.0,15.0,21.0,-0.28,1.0,59.0,-0.0047,43.3,21.9,-0.547,,,0.0,,,0.3772,0.1468,,0.5625,0.0
2001,00-0020308,M.McMahon,DET,7,,,-15.65,4.117,671,83,29,783,3,0,1,0,4,1,4,5,2,10.0,160.0,-0.0978,116.0,21.0,12.0,11.0,-7.83,3.0,82.0,-0.0955,15.1,12.9,-0.404,,,0.0,,,0.35,0.1875,,0.125,0.0
2001,00-0020245,M.Vick,ATL,8,,,-33.86,4.306,785,179,6,970,2,0,1,0,3,3,7,10,7,11.64,158.0,-0.2143,113.0,21.0,10.0,14.0,-4.89,1.0,68.0,-0.072,19.1,9.4,-0.847,,,0.0,,,0.3861,0.2342,,0.4375,0.0
2001,00-0010346,P.Manning,IND,16,,,10.42,5.875,4131,51,45,4227,26,1,3,0,30,23,8,31,6,13.323,601.0,0.0173,547.0,29.0,10.0,15.0,9.49,7.0,137.0,0.0693,69.5,61.2,0.414,,,0.0,,,0.4642,0.1115,,0.375,1.0
2001,00-0020404,Q.Carter,DAL,8,,,-28.48,4.306,1072,50,85,1207,5,0,1,0,6,7,2,9,5,8.2,229.0,-0.1244,174.0,12.0,7.0,36.0,-10.46,4.0,140.0,-0.0747,27.0,22.2,-1.057,,,0.0,,,0.3581,0.1441,,0.3125,0.0
2001,00-0003761,R.Cunningham,BAL,5,,,-1.44,4.543,573,0,15,588,3,0,0,0,3,2,0,2,10,10.1,116.0,-0.0124,93.0,12.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,9.4,0.031,,,0.0,,,0.3966,0.1638,,0.625,0.0
2001,00-0005741,R.Gannon,LV,16,,,91.18,6.611,3828,173,4,4005,27,0,2,0,29,9,7,16,0,0.0,630.0,0.1447,549.0,27.0,29.0,25.0,1.21,5.0,178.0,0.0068,75.7,69.0,1.42,,,0.0,,,0.4857,0.0937,,0.0,0.0
2001,00-0008612,R.Johnson,BUF,8,,,-33.46,4.25,1465,136,4,1605,5,0,1,0,6,7,4,11,3,9.815,272.0,-0.123,217.0,31.0,16.0,8.0,0.0,0.0,0.0,0.0,31.2,18.8,-0.79,,,0.0,,,0.3897,0.1654,,0.1875,0.0
2001,00-0009715,R.Leaf,DAL,4,,,-37.58,2.97,494,0,-7,487,1,0,0,0,1,3,2,5,5,8.2,104.0,-0.3614,88.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,10.9,3.7,-0.736,,,0.0,,,0.3365,0.1827,,0.3125,0.0
2001,00-0010560,S.Matthews,CHI,4,,,-8.65,3.552,694,0,2,696,5,0,0,0,5,6,1,7,13,12.071,136.0,-0.0636,128.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,14.5,14.3,-0.455,,,0.0,,,0.4559,0.0956,,0.8125,0.0
2001,00-0011024,S.McNair,TEN,15,,,70.98,6.311,3350,207,45,3602,21,1,4,0,26,12,3,15,7,12.0,524.0,0.1355,435.0,37.0,25.0,27.0,22.04,7.0,128.0,0.1722,68.4,70.3,1.071,,,0.0,,,0.479,0.1088,,0.4375,0.0
2001,00-0019553,S.Wynn,MIN,3,,,-49.0,0.954,418,28,4,450,1,0,0,0,1,6,4,10,5,10.741,113.0,-0.4336,98.0,10.0,3.0,2.0,-49.0,1.0,113.0,-0.4336,9.0,2.7,-1.264,,,0.0,,,0.3097,0.177,,0.3125,1.0
2001,00-0000722,T.Banks,WAS,15,,,-53.51,4.895,2386,122,8,2516,10,0,2,0,12,10,5,15,8,9.143,445.0,-0.1202,372.0,29.0,18.0,26.0,-27.87,2.0,142.0,-0.1963,55.7,48.0,-0.718,,,0.0,,,0.382,0.1213,,0.5,0.0
2001,00-0019596,T.Brady,NE,15,,,-4.99,5.39,2843,41,3,2887,18,0,0,0,18,12,4,16,11,13.741,489.0,-0.0102,413.0,41.0,5.0,30.0,-6.07,2.0,99.0,-0.0613,57.0,45.0,0.323,,,0.0,,,0.4376,0.1534,,0.6875,0.0
2001,00-0003535,T.Couch,CLE,16,,,-73.84,4.123,3040,22,-14,3048,17,0,0,0,17,21,5,26,7,10.179,525.0,-0.1407,454.0,51.0,3.0,17.0,-21.02,4.0,132.0,-0.1593,69.9,56.7,-3.006,,,0.0,,,0.3848,0.1676,,0.4375,0.0
2001,00-0004230,T.Detmer,DET,4,,,-41.86,2.689,906,24,-2,928,3,0,0,0,3,10,2,12,2,10.0,172.0,-0.2434,152.0,12.0,4.0,4.0,-19.78,2.0,104.0,-0.1902,17.9,9.7,-0.371,,,0.0,,,0.4302,0.157,,0.125,0.0
2001,00-0004293,T.Dilfer,SEA,6,,,21.02,6.782,1014,19,-4,1029,7,0,0,0,7,4,0,4,9,11.148,143.0,0.147,123.0,10.0,3.0,7.0,12.63,5.0,70.0,0.1804,20.9,21.9,0.45,,,0.0,,,0.4126,0.1329,,0.5625,0.0
2001,00-0006355,T.Green,KC,16,,,-34.08,5.053,3783,56,-4,3835,17,0,0,0,17,24,7,31,6,11.852,587.0,-0.0581,524.0,39.0,13.0,11.0,8.71,5.0,135.0,0.0645,67.3,50.0,-1.656,,,0.0,,,0.4191,0.1261,,0.375,1.5
2001,00-0016193,V.Testaverde,NYJ,16,,,-39.06,4.989,2752,19,-10,2761,15,0,0,0,15,14,3,17,10,10.621,488.0,-0.08,443.0,18.0,4.0,23.0,-2.15,5.0,153.0,-0.014,56.7,48.4,-2.146,,,0.0,,,0.3914,0.1025,,0.625,0.0
2002,00-0001823,A.Brooks,NO,16,,,3.84,5.636,3572,211,7,3790,27,1,1,0,29,15,9,24,9,14.897,615.0,0.0062,532.0,36.0,30.0,17.0,-26.4,4.0,150.0,-0.176,72.9,64.4,-0.391,,,0.0,,,0.4065,0.1008,,0.5625,0.0
2002,00-0020305,A.Feeley,PHI,6,,,-13.55,5.329,1011,15,-3,1023,6,0,0,0,6,5,3,8,12,13.833,168.0,-0.0806,154.0,7.0,4.0,3.0,-0.73,5.0,131.0,-0.0056,18.9,14.0,-0.474,,,0.0,,,0.3988,0.1012,,0.75,0.0
2002,00-0005106,B.Favre,GB,16,,,14.92,5.702,3658,50,0,3708,27,0,0,0,27,16,8,24,12,13.724,591.0,0.0252,551.0,26.0,7.0,7.0,-8.44,5.0,141.0,-0.0598,65.2,64.3,-0.162,,,0.0,,,0.4721,0.0863,,0.75,0.0
2002,00-0006423,B.Griese,DEN,13,,,29.84,5.536,3214,26,13,3253,15,0,1,0,16,15,1,16,9,13.517,483.0,0.0618,436.0,34.0,4.0,9.0,4.63,2.0,88.0,0.0526,51.6,36.4,-0.24,,,0.0,,,0.5259,0.1035,,0.5625,0.0
2002,00-0008442,B.Johnson,TB,13,,,44.79,6.522,3049,27,7,3083,22,0,0,0,22,6,4,10,12,12.357,484.0,0.0925,454.0,21.0,7.0,2.0,20.31,4.0,74.0,0.2745,60.1,68.8,0.216,,,0.0,,,0.4649,0.064,,0.75,0.0
2002,00-0002876,C.Chandler,CHI,8,,,-35.83,4.234,1023,12,1,1036,4,0,0,0,4,4,3,7,4,8.781,191.0,-0.1876,161.0,23.0,2.0,5.0,-15.12,1.0,62.0,-0.2438,22.8,12.9,-0.895,,,0.0,,,0.4084,0.1675,,0.25,0.0
2002,00-0020562,C.Hutchinson,DAL,9,,,-105.18,3.781,1555,65,-15,1605,7,0,0,0,7,8,10,18,5,7.483,296.0,-0.3553,249.0,34.0,9.0,4.0,-71.8,2.0,137.0,-0.5241,35.0,29.2,-2.529,,,0.0,,,0.348,0.1892,,0.3125,0.0
2002,00-0019559,C.Pennington,NYJ,15,,,107.2,7.476,3120,17,23,3160,22,0,2,0,24,6,4,10,9,13.808,440.0,0.2436,400.0,22.0,4.0,14.0,39.75,9.0,132.0,0.3011,60.9,61.5,2.281,,,0.0,,,0.5068,0.0795,,0.5625,0.0
2002,00-0019709,C.Redman,BAL,6,,,-22.27,5.057,1034,3,2,1039,7,0,0,0,7,3,2,5,7,11.286,196.0,-0.1136,181.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,21.5,21.9,-0.539,,,0.0,,,0.398,0.0816,,0.4375,0.0
2002,00-0001361,D.Bledsoe,BUF,16,,,56.11,5.707,4359,31,30,4420,24,0,2,0,26,15,6,21,8,14.037,685.0,0.0819,611.0,54.0,5.0,15.0,-25.27,4.0,169.0,-0.1496,74.6,59.1,2.343,,,0.0,,,0.4803,0.1139,,0.5,0.0
2002,00-0020531,D.Brees,LAC,16,,,-14.54,4.926,3284,34,-8,3310,17,0,1,0,18,16,5,21,0,0.0,572.0,-0.0254,529.0,24.0,4.0,15.0,-0.8,5.0,169.0,-0.0047,61.8,48.6,0.244,,,0.0,,,0.4283,0.0927,,0.0,0.0
2002,00-0020608,D.Carr,HOU,16,,,-146.05,3.23,2592,185,19,2796,9,2,1,0,12,15,7,22,4,7.345,573.0,-0.2549,446.0,76.0,30.0,21.0,-35.79,0.0,138.0,-0.2594,75.3,63.2,-3.759,,,0.0,,,0.3543,0.1763,,0.25,0.0
2002,00-0003739,D.Culpepper,MIN,16,,,44.89,4.923,3853,434,63,4350,18,1,8,0,27,23,11,34,6,13.0,686.0,0.0654,549.0,47.0,53.0,37.0,50.45,9.0,160.0,0.3153,73.7,55.1,1.416,,,0.0,,,0.4708,0.1297,,0.375,1.0
2002,00-0011022,D.McNabb,PHI,10,,,19.43,5.609,2289,341,54,2684,17,3,3,0,23,6,8,14,12,13.833,444.0,0.0438,363.0,28.0,36.0,17.0,0.0,0.0,0.0,0.0,49.6,53.5,-0.133,,,0.0,,,0.4685,0.0968,,0.75,0.0
2002,00-0018333,D.Wuerffel,WAS,6,,,-10.05,4.136,719,75,2,796,3,0,0,0,3,6,2,8,7,10.964,112.0,-0.0898,92.0,11.0,6.0,3.0,-14.8,0.0,26.0,-0.5693,15.0,8.1,-0.304,,,0.0,,,0.4732,0.1696,,0.4375,0.0
2002,00-0001335,J.Blake,BAL,10,,,-13.68,5.034,2084,80,30,2194,13,0,1,0,14,11,5,16,7,11.286,355.0,-0.0385,297.0,30.0,12.0,16.0,17.79,7.0,143.0,0.1244,45.4,43.8,-0.56,,,0.0,,,0.4169,0.1465,,0.4375,0.0
2002,00-0005180,J.Fiedler,MIA,11,,,39.82,5.934,2024,34,54,2112,14,1,2,0,17,9,4,13,9,13.034,327.0,0.1218,292.0,13.0,9.0,13.0,10.47,5.0,122.0,0.0858,39.0,38.6,0.635,,,0.0,,,0.4771,0.0826,,0.5625,0.5
2002,00-0005755,J.Garcia,SF,16,,,88.07,5.921,3344,201,23,3568,21,1,1,0,23,10,2,12,10,13.107,584.0,0.1508,527.0,17.0,23.0,17.0,10.44,6.0,147.0,0.071,65.0,57.5,3.179,,,0.0,,,0.464,0.0548,,0.625,0.0
2002,00-0021141,J.Harrington,DET,14,,,-93.44,3.979,2294,6,1,2301,12,0,0,0,12,16,1,17,3,10.552,442.0,-0.2114,429.0,8.0,1.0,4.0,-8.12,1.0,39.0,-0.2082,50.5,36.4,-2.678,,,0.0,,,0.3416,0.0566,,0.1875,0.0
2002,00-0009311,J.Kitna,CIN,13,,,-13.46,5.27,3178,48,3,3229,16,2,2,0,20,16,7,23,2,10.333,513.0,-0.0262,473.0,24.0,8.0,8.0,-19.97,6.0,172.0,-0.1161,60.0,58.8,-0.955,,,0.0,,,0.462,0.0975,,0.125,0.0
2002,00-0010455,J.Martin,LA,5,,,-17.66,4.044,1216,5,0,1221,7,0,0,0,7,10,2,12,0,0.0,207.0,-0.0853,195.0,10.0,1.0,1.0,-15.29,5.0,127.0,-0.1204,20.9,15.9,-0.241,,,0.0,,,0.4541,0.1063,,0.0,0.0
2002,00-0011276,J.Miller,CHI,10,,,-28.77,5.13,1944,5,3,1952,13,0,0,0,13,9,4,13,4,8.781,339.0,-0.0849,315.0,16.0,1.0,7.0,-14.55,0.0,13.0,-1.1193,42.9,41.9,-1.063,,,0.0,,,0.4248,0.0885,,0.25,0.0
2002,00-0013042,J.Plummer,ARI,16,,,-62.5,3.852,2972,176,25,3173,18,1,0,0,19,20,7,27,5,9.357,604.0,-0.1035,531.0,36.0,23.0,14.0,-4.18,7.0,143.0,-0.0292,69.2,65.5,-1.508,,,0.0,,,0.4023,0.1076,,0.3125,0.0
2002,00-0003292,K.Collins,NYG,16,,,59.74,6.44,4073,7,-30,4050,19,0,0,0,19,14,6,20,10,11.034,603.0,0.0991,546.0,24.0,2.0,31.0,39.26,7.0,130.0,0.302,68.1,55.9,0.93,,,0.0,,,0.4494,0.1128,,0.625,0.0
2002,00-0007576,K.Holcomb,CLE,4,,,9.74,6.577,790,0,4,794,8,0,0,0,8,4,2,6,9,12.741,116.0,0.0839,106.0,5.0,0.0,5.0,-11.23,1.0,20.0,-0.5616,15.3,21.1,-0.082,,,0.0,,,0.4914,0.0948,,0.5625,0.0
2002,00-0015700,K.Stewart,PIT,7,,,3.06,5.511,1155,71,61,1287,6,0,1,0,7,6,4,10,10,13.0,208.0,0.0147,167.0,7.0,8.0,26.0,0.0,0.0,0.0,0.0,21.6,15.9,-0.648,,,0.0,,,0.5096,0.1058,,0.625,0.0
2002,00-0017200,K.Warner,LA,7,,,-36.88,3.593,1431,25,0,1456,3,0,0,0,3,11,3,14,0,0.0,247.0,-0.1493,220.0,21.0,5.0,1.0,0.0,0.0,0.0,0.0,24.9,6.8,-1.495,,,0.0,,,0.4534,0.1417,,0.0,0.0
2002,00-0002110,M.Brunell,JAX,15,,,-88.97,5.797,2788,134,-2,2920,17,0,0,0,17,7,2,9,6,12.615,484.0,-0.1838,415.0,34.0,25.0,10.0,-21.34,4.0,81.0,-0.2634,61.3,43.6,-0.516,,,0.0,,,0.4194,0.1012,,0.375,0.0
2002,00-0019599,M.Bulger,LA,7,,,24.65,7.673,1826,0,-12,1814,14,0,1,0,15,6,6,12,0,0.0,237.0,0.104,214.0,12.0,0.0,11.0,4.57,2.0,45.0,0.1016,31.0,34.1,1.192,,,0.0,,,0.4641,0.1392,,0.0,0.0
2002,00-0007091,M.Hasselbeck,SEA,13,,,47.44,6.238,3075,165,6,3246,15,0,1,0,16,10,7,17,7,13.148,481.0,0.0986,420.0,26.0,23.0,12.0,21.66,7.0,187.0,0.1158,56.2,43.2,0.736,,,0.0,,,0.4823,0.0977,,0.4375,0.0
2002,00-0020308,M.McMahon,DET,7,,,-24.76,3.168,874,83,13,970,7,1,2,0,10,9,1,10,3,10.552,173.0,-0.1431,149.0,12.0,10.0,2.0,-9.75,7.0,110.0,-0.0886,21.3,30.3,-0.712,,,0.0,,,0.341,0.1272,,0.1875,0.0
2002,00-0020245,M.Vick,ATL,15,,,41.08,5.925,2936,408,199,3543,16,3,4,0,23,8,10,18,9,12.562,533.0,0.0771,421.0,33.0,38.0,41.0,-11.92,6.0,168.0,-0.071,68.7,53.5,-0.172,,,0.0,,,0.4203,0.1088,,0.5625,0.0
2002,00-0010346,P.Manning,IND,16,,,56.72,6.062,4200,51,-1,4250,27,0,1,0,28,19,8,27,10,11.633,628.0,0.0903,594.0,23.0,7.0,4.0,28.28,7.0,156.0,0.1813,75.7,70.0,-0.436,,,0.0,,,0.4697,0.0828,,0.625,1.0
2002,00-0021379,P.Ramsey,WAS,9,,,-26.36,4.968,1539,3,4,1546,9,0,1,0,10,8,8,16,7,10.964,255.0,-0.1034,229.0,18.0,1.0,7.0,-10.99,6.0,133.0,-0.0826,29.1,27.0,-1.114,,,0.0,,,0.3765,0.1333,,0.4375,0.0
2002,00-0020404,Q.Carter,DAL,7,,,-26.54,4.646,1465,81,-9,1537,7,0,0,0,7,8,4,12,5,7.483,264.0,-0.1005,221.0,19.0,15.0,9.0,0.0,0.0,0.0,0.0,33.5,29.2,-0.257,,,0.0,,,0.3902,0.1439,,0.3125,0.0
2002,00-0005741,R.Gannon,LV,16,,,131.44,6.928,4689,128,3,4820,26,1,2,0,29,10,5,15,0,0.0,687.0,0.1913,620.0,36.0,20.0,11.0,16.77,4.0,132.0,0.127,76.5,60.4,2.62,,,0.0,,,0.5357,0.0801,,0.0,0.0
2002,00-0008612,R.Johnson,TB,6,,,-19.91,3.477,536,40,25,601,1,0,0,0,1,2,2,4,12,12.357,119.0,-0.1673,88.0,19.0,10.0,2.0,-0.11,1.0,55.0,-0.002,11.7,3.1,-0.867,,,0.0,,,0.4454,0.1933,,0.75,0.0
2002,00-0010137,R.Lucas,MIA,6,,,-24.81,4.448,1045,64,20,1129,4,0,2,0,6,6,5,11,9,13.034,194.0,-0.1279,160.0,12.0,9.0,13.0,0.0,0.0,0.0,0.0,20.8,13.6,-1.008,,,0.0,,,0.4433,0.1237,,0.5625,0.5
2002,00-0012732,R.Peete,CAR,14,,,-47.9,5.117,2630,26,2,2658,15,0,0,0,15,14,9,23,7,8.062,422.0,-0.1135,381.0,31.0,4.0,6.0,-18.12,6.0,133.0,-0.1362,59.5,51.7,-1.419,,,0.0,,,0.3934,0.1303,,0.4375,0.0
2002,00-0001218,S.Beuerlein,DEN,5,,,3.45,5.708,925,9,0,934,6,1,0,0,7,5,1,6,9,13.517,135.0,0.0256,118.0,12.0,2.0,3.0,8.78,3.0,62.0,0.1416,14.8,15.9,-0.369,,,0.0,,,0.4148,0.1333,,0.5625,0.0
2002,00-0010560,S.Matthews,WAS,7,,,-11.72,4.663,1251,31,4,1286,11,0,0,0,11,6,0,6,7,10.964,252.0,-0.0465,237.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,24.2,29.7,-0.604,,,0.0,,,0.4008,0.0595,,0.4375,0.0
2002,00-0011024,S.McNair,TEN,16,,,64.74,5.885,3387,242,32,3661,22,1,2,0,25,15,8,23,11,14.68,560.0,0.1156,494.0,21.0,25.0,20.0,26.57,4.0,112.0,0.2372,73.4,62.5,2.082,,,0.0,,,0.4946,0.0839,,0.6875,0.0
2002,00-0019596,T.Brady,NE,16,,,5.98,5.509,3764,45,69,3878,28,0,1,0,29,14,7,21,9,13.607,665.0,0.009,605.0,31.0,5.0,24.0,-32.68,5.0,154.0,-0.2122,74.0,76.3,0.162,,,0.0,,,0.4496,0.0782,,0.5625,0.0
2002,00-0003535,T.Couch,CLE,14,,,-5.23,4.597,2842,36,7,2885,18,0,0,0,18,18,4,22,9,12.741,485.0,-0.0108,444.0,30.0,4.0,7.0,13.46,5.0,124.0,0.1086,55.6,47.4,-0.675,,,0.0,,,0.4165,0.1072,,0.5625,0.0
2002,00-0004293,T.Dilfer,SEA,6,,,-6.71,5.494,1182,25,1,1208,4,0,0,0,4,6,2,8,7,13.148,183.0,-0.0366,167.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,20.9,10.8,-0.319,,,0.0,,,0.3989,0.0984,,0.4375,0.0
2002,00-0006355,T.Green,KC,16,,,89.99,7.01,3690,27,1,3718,26,0,0,0,26,13,0,13,8,16.679,508.0,0.1771,471.0,26.0,5.0,6.0,17.49,6.0,136.0,0.1286,62.9,49.1,0.391,,,0.0,,,0.4488,0.0827,,0.5,2.0
2002,00-0010261,T.Maddox,PIT,12,,,10.08,5.833,2836,34,-2,2868,20,0,0,0,20,16,5,21,10,13.0,415.0,0.0243,380.0,26.0,4.0,5.0,-33.54,4.0,162.0,-0.2071,48.1,45.5,1.495,,,0.0,,,0.4627,0.1157,,0.625,0.0
2003,00-0001823,A.Brooks,NO,16,,,2.95,6.285,3546,0,15,3561,24,0,1,0,25,8,12,20,8,10.968,564.0,0.0052,515.0,36.0,0.0,13.0,28.76,9.0,148.0,0.1944,65.0,65.8,0.459,,,0.0,,,0.4557,0.0993,,0.5,0.0
2003,00-0018272,A.Wright,BAL,7,,,-27.85,4.574,1199,0,-8,1191,9,0,0,0,9,8,2,10,10,11.171,203.0,-0.1372,176.0,19.0,0.0,8.0,-27.63,3.0,104.0,-0.2657,23.6,24.3,-0.597,,,0.0,,,0.3842,0.1576,,0.625,1.0
2003,00-0005106,B.Favre,GB,16,,,46.92,5.917,3361,0,-9,3352,32,0,0,0,32,21,3,24,10,15.241,504.0,0.0931,474.0,19.0,0.0,11.0,43.78,10.0,124.0,0.353,56.7,61.5,0.025,,,0.0,,,0.4821,0.1032,,0.625,0.0
2003,00-0006423,B.Griese,MIA,5,,,-41.82,3.944,813,0,0,813,5,0,0,0,5,6,4,10,10,11.107,142.0,-0.2945,130.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,14.3,-1.136,,,0.0,,,0.4155,0.1549,,0.625,0.0
2003,00-0008442,B.Johnson,TB,16,,,25.81,5.568,3821,0,1,3822,26,0,0,0,26,21,7,28,7,11.148,596.0,0.0433,570.0,20.0,0.0,6.0,9.3,6.0,137.0,0.0679,68.9,70.3,-0.498,,,0.0,,,0.4564,0.0856,,0.4375,0.0
2003,00-0022177,B.Leftwich,JAX,15,,,-33.86,5.144,2819,0,-7,2812,14,0,0,0,14,17,6,23,5,10.222,444.0,-0.0763,419.0,18.0,0.0,7.0,-8.96,4.0,124.0,-0.0722,52.5,45.2,-1.701,,,0.0,,,0.4122,0.1036,,0.3125,0.0
2003,00-0002876,C.Chandler,CHI,8,,,-19.02,3.385,1050,0,8,1058,3,0,0,0,3,7,0,7,7,9.759,211.0,-0.0901,191.0,14.0,0.0,6.0,-5.72,0.0,21.0,-0.2723,23.9,11.1,-0.538,,,0.0,,,0.3886,0.0995,,0.4375,0.0
2003,00-0019559,C.Pennington,NYJ,10,,,14.03,5.26,2139,0,7,2146,13,0,1,0,14,12,3,15,6,10.481,329.0,0.0427,298.0,25.0,0.0,6.0,-16.99,2.0,145.0,-0.1171,42.0,46.7,0.421,,,0.0,,,0.4468,0.1216,,0.375,0.0
2003,00-0001361,D.Bledsoe,BUF,16,,,-76.39,4.163,2860,0,5,2865,11,0,2,0,13,12,10,22,6,8.679,527.0,-0.145,472.0,49.0,0.0,6.0,-55.61,3.0,114.0,-0.4878,60.9,52.0,-2.161,,,0.0,,,0.3947,0.1347,,0.375,0.0
2003,00-0020531,D.Brees,LAC,11,,,-71.24,3.944,2108,0,10,2118,11,0,0,1,12,15,6,21,0,0.0,384.0,-0.1855,353.0,21.0,0.0,10.0,-21.81,4.0,116.0,-0.188,41.1,31.6,-1.972,,,0.0,,,0.3646,0.1198,,0.0,0.0
2003,00-0020608,D.Carr,HOU,12,,,-26.11,4.929,2013,0,21,2034,9,0,2,0,11,13,2,15,5,8.793,316.0,-0.0826,293.0,15.0,0.0,8.0,-10.67,1.0,58.0,-0.184,47.5,34.4,0.178,,,0.0,,,0.4241,0.0949,,0.3125,0.0
2003,00-0003739,D.Culpepper,MIN,14,,,44.92,6.724,3479,0,19,3498,25,0,2,0,27,11,9,20,9,14.345,510.0,0.0881,451.0,38.0,0.0,21.0,20.33,8.0,136.0,0.1495,57.3,54.0,1.134,,,0.0,,,0.4863,0.1333,,0.5625,0.0
2003,00-0005363,D.Flutie,LAC,7,,,3.4,6.185,1097,0,21,1118,9,0,2,0,11,4,4,8,0,0.0,185.0,0.0184,165.0,8.0,0.0,12.0,6.41,2.0,37.0,0.1732,21.7,28.9,-0.08,,,0.0,,,0.427,0.0973,,0.0,0.0
2003,00-0019087,D.Johnson,ATL,10,,,-62.66,4.388,1655,0,-6,1649,8,0,1,0,9,12,2,14,5,9.061,269.0,-0.2329,244.0,19.0,0.0,6.0,-4.36,0.0,6.0,-0.7266,37.9,28.1,-1.599,,,0.0,,,0.368,0.1413,,0.3125,0.0
2003,00-0009007,D.Kanell,DEN,5,,,-35.35,2.219,442,0,0,442,2,0,0,0,2,5,0,5,10,14.111,107.0,-0.3304,103.0,2.0,0.0,2.0,-9.12,0.0,18.0,-0.5066,7.9,4.9,-0.991,,,0.0,,,0.3551,0.0654,,0.625,0.0
2003,00-0011022,D.McNabb,PHI,16,,,-7.84,5.367,3223,0,24,3247,16,0,2,0,18,11,5,16,12,12.467,539.0,-0.0146,477.0,43.0,0.0,19.0,20.82,9.0,133.0,0.1566,65.6,43.9,-0.335,,,0.0,,,0.41,0.1169,,0.75,0.0
2003,00-0001335,J.Blake,ARI,13,,,-85.91,4.429,2252,0,14,2266,13,0,2,0,15,15,5,20,4,8.333,395.0,-0.2175,366.0,19.0,0.0,10.0,-15.14,0.0,21.0,-0.7208,50.6,53.6,-1.225,,,0.0,,,0.3873,0.1013,,0.25,0.0
2003,00-0004161,J.Delhomme,CAR,16,,,-23.28,5.723,3219,0,12,3231,19,0,0,0,19,16,10,26,11,10.833,494.0,-0.0471,450.0,23.0,0.0,21.0,-15.44,6.0,135.0,-0.1143,60.9,57.6,0.242,,,0.0,,,0.4312,0.1032,,0.6875,0.0
2003,00-0005180,J.Fiedler,MIA,12,,,-12.22,4.91,2138,0,48,2186,11,0,3,0,14,13,6,19,10,11.107,352.0,-0.0347,314.0,20.0,0.0,18.0,-29.45,3.0,133.0,-0.2214,45.9,40.0,-0.317,,,0.0,,,0.4318,0.1136,,0.625,0.0
2003,00-0005755,J.Garcia,SF,13,,,25.51,5.757,2704,0,45,2749,18,0,5,0,23,13,4,17,7,13.241,429.0,0.0595,390.0,22.0,0.0,17.0,34.12,12.0,143.0,0.2386,49.3,52.3,-0.313,,,0.0,,,0.4592,0.0909,,0.4375,0.0
2003,00-0021141,J.Harrington,DET,16,,,-97.2,3.842,2880,0,3,2883,17,0,0,0,17,22,1,23,5,9.643,569.0,-0.1708,552.0,11.0,0.0,6.0,-6.75,5.0,123.0,-0.0549,68.5,65.4,-2.025,,,0.0,,,0.3796,0.0615,,0.3125,0.0
2003,00-0009311,J.Kitna,CIN,16,,,45.86,5.75,3605,0,-5,3600,26,0,0,0,26,15,4,19,8,12.815,561.0,0.0817,519.0,37.0,0.0,5.0,-16.39,4.0,134.0,-0.1223,65.8,65.0,1.293,,,0.0,,,0.4706,0.107,,0.5,0.5
