season,player_id,player_name,team,position,rush_attempts,receptions,targets,total_touches,rush_yards,rec_yards,scrimmage_yards,rush_tds,rec_tds,total_tds,rush_epa,rec_epa,total_epa,epa_per_touch,yards_per_touch,catch_rate,pct_team_yards,pct_team_tds,target_share,late_epa,late_tds,fumbles_lost
2002,00-0000210,J.Allen,HOU,RB,155.0,47.0,58.0,202.0,519.0,302.0,821.0,0.0,0.0,0.0,-35.274,3.495,-31.779,-0.157,4.064,0.81,22.1,0.0,13.7,-3.572,0.0,1.0
2002,00-0000251,M.Alstott,TB,RB,146.0,35.0,49.0,181.0,548.0,242.0,790.0,5.0,2.0,7.0,-16.413,8.082,-8.331,-0.046,4.365,0.714,15.4,24.1,8.9,1.082,1.0,1.0
2002,00-0000339,R.Anderson,NYJ,TE,5.0,45.0,56.0,50.0,27.0,257.0,284.0,0.0,1.0,1.0,0.091,6.463,6.554,0.131,5.68,0.804,5.5,2.7,11.6,4.737,1.0,0.0
2002,00-0000745,T.Barber,NYG,RB,304.0,69.0,95.0,373.0,1387.0,597.0,1984.0,11.0,0.0,11.0,-36.867,23.599,-13.269,-0.036,5.319,0.726,33.4,33.3,17.5,4.741,4.0,5.0
2002,00-0000869,D.Bates,,WR,0.0,50.0,80.0,50.0,0.0,689.0,689.0,0.0,4.0,4.0,0.0,65.272,65.272,1.305,13.78,0.625,68900.0,400.0,8000.0,22.556,1.0,0.0
2002,00-0001098,B.Bennett,CIN,RB,33.0,18.0,25.0,51.0,155.0,109.0,264.0,0.0,0.0,0.0,-1.673,-2.986,-4.659,-0.091,5.176,0.72,4.9,0.0,4.4,0.461,0.0,0.0
2002,00-0001215,J.Bettis,PIT,RB,188.0,7.0,9.0,195.0,686.0,57.0,743.0,9.0,0.0,9.0,-3.165,3.894,0.729,0.004,3.81,0.778,12.4,22.5,1.6,-4.46,2.0,1.0
2002,00-0001477,M.Booker,,WR,0.0,98.0,169.0,98.0,0.0,1219.0,1219.0,0.0,7.0,7.0,0.0,96.544,96.544,0.985,12.439,0.58,121900.0,700.0,16900.0,12.566,1.0,0.0
2002,00-0002058,T.Brown,LV,WR,6.0,81.0,127.0,87.0,19.0,930.0,949.0,0.0,2.0,2.0,-1.082,76.554,75.472,0.867,10.908,0.638,15.1,4.3,20.8,15.846,0.0,0.0
2002,00-0002068,T.Brown,NE,TE,3.0,97.0,142.0,100.0,14.0,890.0,904.0,0.0,3.0,3.0,-1.475,61.991,60.516,0.605,9.04,0.683,17.3,8.1,23.9,13.298,1.0,0.0
2002,00-0002099,I.Bruce,LA,WR,3.0,79.0,130.0,82.0,18.0,1075.0,1093.0,0.0,7.0,7.0,0.656,67.537,68.193,0.832,13.329,0.608,18.7,20.0,21.0,15.301,2.0,0.0
2002,00-0002846,L.Centers,BUF,RB,11.0,43.0,63.0,54.0,56.0,388.0,444.0,2.0,0.0,2.0,3.87,21.557,25.427,0.471,8.222,0.683,7.5,4.9,10.5,5.762,1.0,0.0
2002,00-0002962,W.Chrebet,,WR,0.0,51.0,80.0,51.0,0.0,691.0,691.0,0.0,9.0,9.0,0.0,59.71,59.71,1.171,13.549,0.638,69100.0,900.0,8000.0,22.101,4.0,0.0
2002,00-0003136,M.Cloud,KC,RB,49.0,6.0,9.0,55.0,115.0,48.0,163.0,2.0,0.0,2.0,-10.311,1.632,-8.679,-0.158,2.964,0.667,2.8,3.8,1.9,-5.466,2.0,0.0
2002,00-0003396,C.Conway,LAC,WR,6.0,57.0,95.0,63.0,31.0,852.0,883.0,2.0,5.0,7.0,3.947,65.132,69.079,1.096,14.016,0.6,16.5,19.4,18.1,3.407,0.0,0.0
2002,00-0004052,S.Davis,WAS,RB,207.0,23.0,33.0,230.0,820.0,142.0,962.0,7.0,1.0,8.0,-12.761,5.519,-7.242,-0.031,4.183,0.697,18.1,23.5,6.0,-0.598,1.0,4.0
2002,00-0004304,C.Dillon,CIN,RB,316.0,43.0,62.0,359.0,1300.0,298.0,1598.0,7.0,0.0,7.0,-11.146,4.731,-6.415,-0.018,4.451,0.694,29.7,25.0,10.8,-5.161,0.0,2.0
2002,00-0004541,D.Driver,GB,WR,8.0,70.0,113.0,78.0,70.0,1064.0,1134.0,0.0,9.0,9.0,3.269,94.597,97.866,1.255,14.538,0.619,20.0,22.0,19.8,17.541,2.0,0.0
2002,00-0004640,W.Dunn,ATL,RB,230.0,50.0,65.0,280.0,927.0,377.0,1304.0,7.0,2.0,9.0,-20.301,15.487,-4.814,-0.017,4.657,0.769,25.4,25.0,14.3,-1.145,1.0,2.0
2002,00-0004673,T.Dwight,LAC,WR,12.0,50.0,93.0,62.0,108.0,623.0,731.0,1.0,2.0,3.0,4.113,56.57,60.683,0.979,11.79,0.538,13.6,8.3,17.7,16.247,1.0,0.0
2002,00-0004768,M.Edwards,NE,RB,31.0,23.0,32.0,54.0,96.0,196.0,292.0,0.0,0.0,0.0,-1.534,12.275,10.741,0.199,5.407,0.719,5.6,0.0,5.4,0.222,0.0,0.0
2002,00-0004915,B.Engram,,WR,0.0,50.0,72.0,50.0,0.0,619.0,619.0,0.0,0.0,0.0,0.0,62.02,62.02,1.24,12.38,0.694,61900.0,0.0,7200.0,12.064,0.0,0.0
2002,00-0005091,K.Faulk,NE,RB,53.0,37.0,53.0,90.0,271.0,379.0,650.0,2.0,3.0,5.0,4.083,20.157,24.24,0.269,7.222,0.698,12.4,13.5,8.9,1.005,0.0,0.0
2002,00-0005092,M.Faulk,LA,RB,212.0,80.0,102.0,292.0,953.0,537.0,1490.0,8.0,2.0,10.0,-5.853,18.064,12.211,0.042,5.103,0.784,25.5,28.6,16.5,-6.301,0.0,2.0
2002,00-0005231,B.Finneran,,WR,0.0,56.0,101.0,56.0,0.0,838.0,838.0,0.0,6.0,6.0,0.0,72.73,72.73,1.299,14.964,0.554,83800.0,600.0,10100.0,20.216,2.0,0.0
2002,00-0005720,J.Galloway,DAL,WR,4.0,61.0,120.0,65.0,31.0,908.0,939.0,0.0,6.0,6.0,0.713,66.991,67.704,1.042,14.446,0.508,20.5,28.6,26.8,0.787,0.0,0.0
