season,passer_id,player_name,team,games,dropbacks,epa_per_db,total_epa,any_a,pass_yards,scramble_yards,rush_yards,total_yards,pass_tds,scramble_tds,rush_tds,rec_tds,total_tds,interceptions,fumbles_lost,turnovers,team_wins,pts_per_drive,total_plays,epa_per_play,pass_att,sacks,scrambles,designed_runs,late_epa,late_tds,late_plays,late_epa_per_play,pct_team_yards,pct_team_tds,wpa_total,close_epa,close_epa_per_play,wins_vs_top10,wins_vs_top10_x,wins_vs_top10_y,success_rate,negative_play_rate,cpoe,win_pct,offensive_allpros_nqb,last_name,vote_pct,won,z_epa_per_play,z_total_epa,z_any_a,z_total_yards,z_total_tds,z_turnovers,z_pts_per_drive,z_team_wins,z_late_epa,z_late_epa_per_play,z_late_tds,z_pct_team_yards,z_pct_team_tds,z_wpa_total,z_success_rate,z_negative_play_rate,z_cpoe,z_win_pct,z_offensive_allpros_nqb,raw_index,mvp_index
2025,00-0036945,J.Fields,NYJ,9,,,-9.88,4.987,1259,242,145,1646,7,1,3,0,11,1,3,4,3,12.5,301.0,-0.0328,206.0,27.0,28.0,40.0,0.0,0.0,0.0,0.0,36.9,40.7,-1.238,,,0.0,,,0.4585,0.113,-1.8688,0.1765,0.0,fields,,,-0.37927888126023024,-0.5506238320860771,-0.6826690618825639,-0.8882358132447091,-0.7838077707790583,1.4570705309708196,-0.9511352366798417,-1.3933197297393896,-0.35160464274526,0.09893258876849038,-1.109085218754643,-0.6229000654661851,-0.2429344525216233,-1.1961735357727523,0.05892697456689969,-0.75111331724739,-0.5168415212125496,-1.3931998918314517,0.5054654075998557,-0.5065229434548406,35.6
2025,00-0026158,J.Flacco,CIN,13,,,-41.59,5.118,2479,30,22,2531,15,0,1,0,16,10,4,14,6,17.25,444.0,-0.0937,414.0,18.0,4.0,8.0,0.25,0.0,8.0,0.0316,43.8,28.6,-1.103,,,0.0,,,0.4189,0.0721,-2.8235,0.3529,1.0,flacco,,,-0.7940654944904711,-1.0722588044978465,-0.5802973562582419,-0.19445129439734515,-0.32454540508820395,-0.664876844229403,0.6812478926333886,-0.5304841172860978,-0.34146142087977244,0.1831532192933906,-1.109085218754643,-0.28943373731575345,-0.8200627657765276,-1.1173053789881524,-0.72882897950824,0.867460690941138,-0.7624739469902679,-0.5307009063640973,-2.170527926752322,-0.5726628112321223,33.5
2025,00-0033106,J.Goff,DET,17,,,98.59,7.533,4564,48,5,4617,34,0,0,0,34,8,5,13,9,17.815,625.0,0.1577,576.0,38.0,5.0,6.0,30.42,9.0,215.0,0.1415,70.3,60.7,1.96,,,0.0,,,0.4864,0.0816,1.7766,0.5294,0.0,goff,,,0.9182063374649078,1.2337263873243494,1.3069367588771572,1.4408419330779105,1.328799111398872,-0.45268210670938075,0.8754155701201206,0.3323514951671939,0.8826225938472639,0.4760597792518252,0.8438691881828806,0.9912702765953252,0.7109966437674746,0.6721254671691046,0.6139368513016564,0.4915082929511373,0.4210745204027168,0.33228702410635647,0.5054654075998557,0.8286486744369196,77.6
2025,00-0036355,J.Herbert,LAC,16,,,33.13,5.938,3727,439,71,4237,26,1,1,0,28,13,4,17,11,13.63,640.0,0.0518,512.0,54.0,49.0,25.0,5.06,6.0,156.0,0.0324,76.8,73.7,0.997,,,0.0,,,0.4766,0.1141,1.5749,0.6471,0.0,herbert,,,0.19692715288227197,0.15689809044404596,0.06050263314590969,1.1429457554937317,0.7776842725698466,-1.3014610567894698,-0.5627998817063782,0.9075752368027218,-0.14630583218779222,0.18528538715478046,0.19288438587037277,1.305405223403703,1.3310518563553884,0.10953261543895816,0.41898714549518307,-0.7946446475409686,0.36917962118896824,0.9077752927543589,0.5054654075998557,0.23554031278869247,58.9
2025,00-0036389,J.Hurts,PHI,16,,,51.75,6.735,3224,266,170,3660,25,2,6,0,33,6,6,12,11,14.037,579.0,0.0894,454.0,32.0,40.0,53.0,8.05,6.0,136.0,0.0592,70.0,76.7,0.677,,,0.0,,,0.4525,0.0864,3.1833,0.6471,0.5,hurts,,,0.45301872361227286,0.4632003038249083,0.6833289643106775,0.6906139279514389,1.236946638260701,-0.24048736918935848,-0.42293042199469716,0.9075752368027218,-0.02499289867656121,0.25671301051134143,0.19288438587037277,0.9767717405887848,1.474141520798753,-0.07741412656898247,-0.06042998817175787,0.3015533971246109,0.7830009196291927,0.9077752927543589,-0.832531259576233,0.41035258623694976,64.4
2025,00-0036264,J.Love,GB,15,,,130.92,7.38,3381,183,28,3592,23,0,0,0,23,6,2,8,9,17.0,495.0,0.2645,440.0,21.0,24.0,10.0,13.15,4.0,87.0,0.1512,63.8,52.3,4.915,,,0.0,,,0.5051,0.0586,5.533,0.5294,0.0,love,,,1.6456153734745915,1.7655604667337625,1.1873728584151626,0.6373061909100596,0.31842190687899224,0.6082915808907307,0.595332991090587,0.3323514951671939,0.18192882737938457,0.5019123145711775,-0.24110548233796578,0.6771353297869473,0.3103455833260533,2.3984617878986816,0.9859327185038054,1.4017088354532437,1.387549480276417,0.33228702410635647,0.5054654075998557,1.003751842209184,83.1
2025,00-0039923,J.McCarthy,MIN,10,,,-42.15,4.26,1632,156,35,1823,11,2,2,0,15,12,2,14,9,13.76,301.0,-0.14,246.0,27.0,17.0,11.0,30.25,7.0,100.0,0.3025,37.7,40.5,-0.221,,,0.0,,,0.4219,0.1395,-5.7239,0.5294,1.0,mccarthy,,,-1.1094122956819352,-1.0814709011408798,-1.2507929549274648,-0.7494789094752363,-0.4163978782263748,-0.664876844229403,-0.5181241329041217,0.3323514951671939,0.8757252029787322,0.9051585613565383,0.409879319974542,-0.584237302782077,-0.2524737634845144,-0.602033421328766,-0.6691504981389111,-1.7998226379563387,-1.5087107624565868,0.33228702410635647,-2.170527926752322,-0.6235997022299247,31.9
2025,00-0029604,K.Cousins,ATL,10,,,-7.51,5.754,1721,8,9,1738,10,0,1,0,11,5,2,7,8,14.708,289.0,-0.026,268.0,13.0,2.0,6.0,2.73,8.0,173.0,0.0158,30.1,28.9,0.351,,,0.0,,,0.4464,0.0692,-2.7993,0.4706,0.0,cousins,,,-0.33296444825586835,-0.5116369230789533,-0.08328663276916846,-0.8161135807769606,-0.7838077707790583,0.8204863184107529,-0.19233482625381793,0.04473962434943004,-0.24084065997413606,0.1410429040309405,0.6268742540787113,-0.9515335482811034,-0.8057537993321913,-0.26786611998957205,-0.18177623362272616,0.9822251071696644,-0.7562475882348256,0.04478736228390517,0.5054654075998557,-0.1586810015663452,46.5
2025,00-0035228,K.Murray,ARI,5,,,9.81,4.723,962,142,33,1137,6,1,0,0,7,3,2,5,3,14.2,205.0,0.0479,161.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,20.1,17.5,0.57,,,0.0,,,0.439,0.1122,-0.5288,0.1765,0.5,murray,,,0.17036446336506442,-0.22671993404799007,-0.8889753999346326,-1.2872599037456225,-1.151217663331742,1.2448757934507975,-0.36691390618879105,-1.3933197297393896,-0.35160464274526,0.09893258876849038,-1.109085218754643,-1.4348180818324539,-1.3494945242169771,-0.13992444342788768,-0.32898315433373737,-0.7194541679429686,-0.17207620169632168,-1.3931998918314517,-0.832531259576233,-0.5332493902612441,34.8
2025,00-0034796,L.Jackson,BAL,13,,,30.31,7.145,2549,219,146,2914,21,1,1,0,23,7,5,12,8,16.96,397.0,0.0763,302.0,36.0,30.0,29.0,16.6,7.0,96.0,0.1729,51.5,48.9,1.539,,,0.0,,,0.4685,0.1234,1.7587,0.4706,1.0,jackson,,,0.36379533061857583,0.11050860377734172,1.003728959012753,0.10579669511512987,0.31842190687899224,-0.24048736918935848,0.5815866068437391,0.04473962434943004,0.32190528912311267,0.5597473678113779,0.409879319974542,0.08269535351878651,0.14817729695690668,0.4261736597149076,0.2578552457979956,-1.162682258204864,0.4164690732241045,0.04478736228390517,-2.170527926752322,0.13510486132298588,55.8
2025,00-0036972,M.Jones,SF,9,,,45.89,6.688,2151,55,19,2225,13,0,0,0,13,6,3,9,12,19.0,326.0,0.1408,288.0,16.0,8.0,14.0,0.0,0.0,0.0,0.0,37.3,26.5,1.633,,,0.0,,,0.5276,0.0798,3.6786,0.7059,0.0,jones,,,0.8031013495570084,0.3668022925245939,0.6466001844301951,-0.43433611108355236,-0.6001028245027166,0.39609684337070833,1.2826522034329997,1.1951871076204856,-0.35160464274526,0.09893258876849038,-1.109085218754643,-0.6035686841241312,-0.920225530886883,0.48108926517974027,1.43352132877377,0.5627413788860851,0.9104354440742581,1.1952749545768102,0.5054654075998557,0.23236317528580216,58.8
2025,00-0032268,M.Mariota,WAS,10,,,4.81,6.037,1695,163,140,1998,10,1,0,0,11,7,3,10,5,15.478,288.0,0.0167,228.0,16.0,18.0,26.0,-10.92,1.0,50.0,-0.2185,38.7,27.5,-0.321,,,0.0,,,0.4792,0.1042,3.1971,0.2941,0.0,mariota,,,-0.042137052772595954,-0.30897079693221735,0.13786750991543553,-0.6122898803246276,-0.7838077707790583,0.18390210585068606,0.07228307049801083,-0.8180959881038616,-0.7946605738297557,-0.4834157583736202,-0.8920902846504736,-0.535908849426942,-0.8725289760724281,-0.6604542782062475,0.4707084960152678,-0.40286267489875804,0.7865514878451061,-0.8182005681865488,0.5054654075998557,-0.35993685531667574,40.2
2025,00-0039917,M.Penix,ATL,9,,,9.19,6.641,1982,77,0,2059,9,1,0,0,10,3,3,6,8,14.708,304.0,0.0302,277.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,35.7,26.3,0.834,,,0.0,,,0.4605,0.0625,-3.6197,0.4706,0.0,penix,,,0.049810718633122496,-0.23691904104563427,0.6098714045497134,-0.5644697044492726,-0.8756602439172292,1.032681055930775,-0.19233482625381793,0.04473962434943004,-0.35160464274526,0.09893258876849038,-1.109085218754643,-0.680894209492347,-0.9297648418497739,0.01430661872866337,0.09871262881311887,1.247370482594191,-0.9673262957953579,0.04478736228390517,0.5054654075998557,-0.04404916721114051,50.1
2025,00-0026498,M.Stafford,LA,17,,,125.11,8.293,4707,22,0,4729,46,0,0,0,46,8,5,13,12,20.72,629.0,0.1989,594.0,23.0,7.0,5.0,61.21,14.0,205.0,0.2986,68.9,70.8,4.38,,,0.0,,,0.5231,0.0572,1.5916,0.7059,0.0,stafford,,,1.1988173139031002,1.6699849640622908,1.9008489441785656,1.5286429117343001,2.4310287890569224,-0.45268210670938075,1.8737467260474743,1.1951871076204856,2.1318617988007094,0.8947642430322625,1.9288438587037269,0.9236104418981366,1.192731847393469,2.085910203604156,1.344003606719778,1.4571123467359806,0.37347632330532715,1.1952749545768102,0.5054654075998557,1.5146771188206782,99.2
