season,passer_id,player_name,team,games,total_plays,pass_att,sacks,scrambles,designed_runs,epa_per_play,total_epa,any_a,cpoe,pass_yards,scramble_yards,rush_yards,total_yards,pass_tds,scramble_tds,rush_tds,rec_tds,total_tds,interceptions,fumbles_lost,turnovers,pct_team_yards,pct_team_tds,wpa_total,success_rate,negative_play_rate,late_epa,late_tds,late_plays,late_epa_per_play,team_wins,win_pct,pts_per_drive,offensive_allpros_nqb,wins_vs_top10
2018,00-0019596,T.Brady,NE,16,603,569,21,5,8,0.1504,90.7,7.276,1.0274,4355,33,10,4398,29,1,1,0,31,11,4,15,68.4,66.0,2.863,0.5141,0.0614,18.0,9,142,0.1268,11,0.6875,15.571,0.0,0
2018,00-0020531,D.Brees,NO,15,521,491,17,4,9,0.2984,155.45,8.437,6.4946,3992,27,13,4032,32,1,3,0,36,5,5,10,65.3,60.0,3.854,0.5662,0.0518,5.62,3,112,0.0502,13,0.8125,20.16,0.0,0
2018,00-0021206,J.McCown,NYJ,4,121,109,7,5,0,-0.2446,-29.6,2.966,-9.5385,539,32,0,571,1,0,0,0,1,4,0,4,11.7,3.1,-0.46,0.3719,0.0909,-0.8,0,1,-0.8017,4,0.25,11.1,0.0,0
2018,00-0022803,E.Manning,NYG,16,638,580,47,4,7,0.0465,29.7,6.166,0.4645,4299,16,8,4323,21,0,1,0,22,11,5,16,71.5,59.5,-0.286,0.431,0.0987,21.41,7,149,0.1437,5,0.3125,12.724,0.5,0
2018,00-0022924,B.Roethlisberger,PIT,16,720,677,24,12,7,0.1915,137.89,7.023,1.6825,5129,99,12,5240,34,1,2,0,37,16,7,23,80.3,71.2,5.39,0.5028,0.0653,36.31,8,167,0.2174,9,0.5625,12.97,0.0,0
2018,00-0022942,P.Rivers,LAC,16,557,515,32,5,5,0.2239,124.71,7.686,3.6086,4308,17,-3,4322,32,0,0,0,32,12,4,16,70.0,64.0,2.345,0.5081,0.0898,-8.88,4,143,-0.0621,12,0.75,17.12,0.0,0
2018,00-0023436,A.Smith,WAS,10,385,327,22,21,15,-0.0012,-0.45,5.828,-1.7018,2180,131,42,2353,10,0,1,0,11,5,3,8,49.1,35.5,-0.041,0.4571,0.0805,0.0,0,0,0.0,7,0.4375,10.808,0.0,0
2018,00-0023459,A.Rodgers,GB,16,686,598,49,33,6,0.1119,76.77,6.954,-0.5936,4442,278,-4,4716,25,1,1,0,27,2,4,6,78.8,67.5,2.151,0.4665,0.0845,25.21,6,160,0.1576,6,0.375,14.462,0.0,0
2018,00-0023682,R.Fitzpatrick,TB,8,290,247,14,23,6,0.1656,48.02,8.008,5.2484,2366,149,8,2523,17,0,2,0,19,12,4,16,38.9,36.5,1.08,0.5069,0.1034,0.0,0,0,0.0,5,0.3125,14.143,0.0,0
2018,00-0026143,M.Ryan,ATL,16,680,613,42,17,8,0.1742,118.44,7.653,4.3499,4924,120,15,5059,35,1,2,1,39,7,9,16,78.9,78.0,2.711,0.5132,0.0853,32.76,11,159,0.206,7,0.4375,15.923,0.0,0
2018,00-0026158,J.Flacco,BAL,9,407,378,16,5,9,0.0475,19.31,5.98,-2.6123,2465,28,24,2517,12,0,0,0,12,6,2,8,41.8,31.6,0.431,0.457,0.059,0.0,0,0,0.0,10,0.625,13.414,0.0,0
2018,00-0026300,J.Johnson,WAS,4,124,93,9,13,9,-0.0591,-7.33,3.951,-4.8734,590,84,38,712,3,1,0,0,4,4,0,4,14.9,12.9,-0.041,0.4435,0.121,-7.33,4,124,-0.0591,7,0.4375,10.808,0.0,0
2018,00-0026498,M.Stafford,DET,16,614,557,40,13,4,0.0033,2.02,5.774,-2.11,3777,73,7,3857,21,0,0,0,21,11,6,17,71.1,58.3,0.418,0.4332,0.0928,-2.22,3,121,-0.0184,6,0.375,12.96,0.0,0
