season,player_id,player_name,team,position,rush_attempts,receptions,targets,total_touches,rush_yards,rec_yards,scrimmage_yards,rush_tds,rec_tds,total_tds,rush_epa,rec_epa,total_epa,epa_per_touch,yards_per_touch,catch_rate,pct_team_yards,pct_team_tds,target_share,late_epa,late_tds,fumbles_lost
2013,00-0006101,T.Gonzalez,,WR,0.0,83.0,122.0,83.0,0.0,859.0,859.0,0.0,8.0,8.0,0.0,84.127,84.127,1.014,10.349,0.68,85900.0,800.0,12200.0,16.347,3.0,0.0
2013,00-0020337,S.Smith,,WR,0.0,64.0,110.0,64.0,0.0,745.0,745.0,0.0,4.0,4.0,0.0,76.586,76.586,1.197,11.641,0.582,74500.0,400.0,11000.0,10.402,1.0,0.0
2013,00-0021547,A.Gates,,WR,0.0,77.0,113.0,77.0,0.0,872.0,872.0,0.0,4.0,4.0,0.0,61.188,61.188,0.795,11.325,0.681,87200.0,400.0,11300.0,20.225,1.0,0.0
2013,00-0022044,A.Johnson,,WR,0.0,109.0,181.0,109.0,0.0,1407.0,1407.0,0.0,5.0,5.0,0.0,99.731,99.731,0.915,12.908,0.602,140700.0,500.0,18100.0,18.38,0.0,0.0
2013,00-0022084,A.Boldin,SF,WR,2.0,85.0,129.0,87.0,11.0,1179.0,1190.0,0.0,7.0,7.0,0.269,118.486,118.755,1.365,13.678,0.659,23.7,17.9,31.4,33.329,2.0,0.0
2013,00-0022127,J.Witten,,WR,0.0,73.0,111.0,73.0,0.0,851.0,851.0,0.0,8.0,8.0,0.0,69.178,69.178,0.948,11.658,0.658,85100.0,800.0,11100.0,14.398,2.0,0.0
2013,00-0022178,W.McGahee,CLE,RB,138.0,8.0,11.0,146.0,377.0,20.0,397.0,2.0,0.0,2.0,-24.776,-3.771,-28.547,-0.196,2.719,0.727,7.1,6.7,1.6,-3.53,0.0,1.0
2013,00-0022427,W.Welker,,WR,0.0,73.0,111.0,73.0,0.0,778.0,778.0,0.0,10.0,10.0,0.0,77.855,77.855,1.067,10.658,0.658,77800.0,1000.0,11100.0,9.627,1.0,0.0
2013,00-0022736,S.Jackson,ATL,RB,157.0,33.0,49.0,190.0,543.0,191.0,734.0,6.0,1.0,7.0,-21.998,3.042,-18.956,-0.1,3.863,0.673,12.8,18.9,7.6,-6.343,3.0,0.0
2013,00-0022921,L.Fitzgerald,ARI,WR,2.0,82.0,135.0,84.0,8.0,954.0,962.0,0.0,10.0,10.0,-0.244,81.321,81.077,0.965,11.452,0.607,16.5,27.8,23.9,23.673,1.0,0.0
2013,00-0023367,N.Washington,,WR,0.0,58.0,104.0,58.0,0.0,919.0,919.0,0.0,3.0,3.0,0.0,83.328,83.328,1.437,15.845,0.558,91900.0,300.0,10400.0,24.557,1.0,0.0
2013,00-0023437,R.Brown,LAC,RB,45.0,8.0,8.0,53.0,157.0,60.0,217.0,1.0,0.0,1.0,-1.681,4.756,3.075,0.058,4.094,1.0,3.4,2.4,1.5,1.062,0.0,0.0
2013,00-0023462,R.White,,WR,0.0,63.0,97.0,63.0,0.0,711.0,711.0,0.0,3.0,3.0,0.0,63.976,63.976,1.015,11.286,0.649,71100.0,300.0,9700.0,34.722,2.0,0.0
2013,00-0023465,H.Miller,,WR,0.0,58.0,78.0,58.0,0.0,593.0,593.0,0.0,1.0,1.0,0.0,36.487,36.487,0.629,10.224,0.744,59300.0,100.0,7800.0,7.446,0.0,0.0
2013,00-0023496,V.Jackson,TB,WR,1.0,78.0,160.0,79.0,0.0,1224.0,1224.0,0.0,7.0,7.0,-0.645,111.473,110.828,1.403,15.494,0.488,25.8,25.0,32.4,30.089,2.0,0.0
2013,00-0023500,F.Gore,SF,RB,276.0,16.0,26.0,292.0,1128.0,141.0,1269.0,9.0,0.0,9.0,-32.704,1.603,-31.1,-0.107,4.346,0.615,25.3,23.1,6.3,-6.704,1.0,3.0
2013,00-0023545,B.Jacobs,NYG,RB,58.0,2.0,7.0,60.0,238.0,13.0,251.0,4.0,0.0,4.0,-0.395,0.77,0.374,0.006,4.183,0.286,4.9,13.8,1.2,0.0,0.0,1.0
2013,00-0023564,D.Sproles,NO,RB,53.0,71.0,89.0,124.0,220.0,604.0,824.0,2.0,2.0,4.0,-2.912,36.411,33.499,0.27,6.645,0.798,12.5,8.5,13.8,3.007,0.0,1.0
2013,00-0024204,F.Jackson,BUF,RB,206.0,47.0,66.0,253.0,890.0,387.0,1277.0,9.0,1.0,10.0,2.982,17.918,20.9,0.083,5.047,0.712,23.2,32.3,12.7,6.515,2.0,0.0
2013,00-0024217,R.Bush,DET,RB,223.0,54.0,80.0,277.0,1006.0,506.0,1512.0,4.0,3.0,7.0,-27.561,37.003,9.441,0.034,5.458,0.675,23.7,15.9,12.7,-6.186,2.0,4.0
2013,00-0024221,V.Davis,,WR,0.0,52.0,84.0,52.0,0.0,850.0,850.0,0.0,13.0,13.0,0.0,70.614,70.614,1.358,16.346,0.619,85000.0,1300.0,8400.0,12.4,3.0,0.0
2013,00-0024242,De.Williams,CAR,RB,201.0,26.0,36.0,227.0,843.0,333.0,1176.0,3.0,1.0,4.0,-14.68,14.388,-0.292,-0.001,5.181,0.722,23.2,11.1,7.7,11.357,2.0,1.0
2013,00-0024267,G.Jennings,,WR,0.0,68.0,106.0,68.0,0.0,804.0,804.0,0.0,4.0,4.0,0.0,64.193,64.193,0.944,11.824,0.642,80400.0,400.0,10600.0,18.05,1.0,0.0
2013,00-0024275,M.Jones-Drew,JAX,RB,234.0,43.0,60.0,277.0,803.0,314.0,1117.0,5.0,0.0,5.0,-27.003,14.129,-12.874,-0.046,4.032,0.717,22.7,21.7,10.2,2.823,0.0,1.0
