season,passer_id,player_name,team,games,total_plays,pass_att,sacks,scrambles,designed_runs,epa_per_play,total_epa,any_a,cpoe,pass_yards,scramble_yards,rush_yards,total_yards,pass_tds,scramble_tds,rush_tds,rec_tds,total_tds,interceptions,fumbles_lost,turnovers,pct_team_yards,pct_team_tds,wpa_total,success_rate,negative_play_rate,late_epa,late_tds,late_plays,late_epa_per_play,team_wins,win_pct,pts_per_drive,offensive_allpros_nqb,wins_vs_top10
2016,00-0019596,T.Brady,NE,12,466,432,15,12,7,0.3002,139.9,8.808,3.6513,3554,64,10,3628,28,0,0,0,28,2,2,4,58.2,54.9,2.993,0.5,0.0408,41.89,9,135,0.3103,14,0.875,16.333,0.0,0
2016,00-0020531,D.Brees,NO,16,706,668,27,3,8,0.1517,107.08,7.322,4.1957,5208,15,17,5240,37,0,2,0,39,15,6,21,74.9,66.1,3.253,0.5142,0.068,24.16,7,183,0.132,7,0.4375,16.75,0.0,0
2016,00-0021206,J.McCown,CLE,5,190,165,18,4,3,-0.1523,-28.94,4.503,-6.2452,1100,21,0,1121,6,0,0,0,6,6,4,10,21.5,20.0,-0.682,0.3789,0.1474,0.0,0,0,0.0,1,0.0625,9.778,0.0,0
2016,00-0021429,C.Palmer,ARI,15,649,599,40,4,6,0.0207,13.42,6.013,0.3938,4233,41,1,4275,26,0,0,0,26,14,7,21,69.8,51.0,1.706,0.47,0.094,10.67,8,146,0.0731,7,0.4375,14.414,0.0,0
2016,00-0022803,E.Manning,NYG,16,623,598,21,3,1,-0.0371,-23.14,5.953,-1.6218,4027,11,0,4038,26,0,0,0,26,16,8,24,74.1,78.8,-0.017,0.4414,0.0722,-11.76,4,153,-0.0769,11,0.6875,11.071,1.0,0
2016,00-0022924,B.Roethlisberger,PIT,14,538,515,17,3,3,0.1642,88.32,6.904,1.946,3819,25,1,3845,29,1,0,0,30,13,2,15,62.7,65.2,2.51,0.4833,0.0595,11.05,4,100,0.1105,11,0.6875,13.759,0.0,0
2016,00-0022942,P.Rivers,LAC,16,624,579,36,6,3,0.0618,38.59,6.363,0.2148,4386,31,10,4427,33,0,0,0,33,21,9,30,75.4,70.2,0.041,0.4535,0.1058,4.94,8,163,0.0303,0,0.0,0.0,0.0,0
2016,00-0023436,A.Smith,KC,15,550,490,28,21,11,0.0914,50.28,6.375,1.95,3502,129,21,3652,15,2,3,0,20,8,5,13,65.8,57.1,1.983,0.4673,0.0764,15.24,7,135,0.1129,12,0.75,13.893,1.0,0
2016,00-0023459,A.Rodgers,GB,16,697,610,35,43,9,0.2083,145.19,7.236,3.5057,4428,374,12,4814,40,4,0,0,44,7,7,14,83.1,84.6,3.322,0.4921,0.0746,44.44,12,155,0.2867,10,0.625,16.0,1.0,0
2016,00-0023682,R.Fitzpatrick,NYJ,14,449,403,19,18,9,-0.0642,-28.85,4.986,-4.1038,2710,101,33,2844,12,0,0,0,12,17,4,21,53.5,40.0,0.042,0.4298,0.0891,-11.69,2,66,-0.1772,5,0.3125,10.577,0.0,0
